0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.0,0.0,0.023076924,-0.35384616,0.24615385,-0.6076923,0.46153846,-0.7923077,0.56153846,-1.0,0.76153845,-0.5,0.65384614,-0.3923077,0.52307695,-0.34615386,0.43846154,-0.34615386,0.8230769,-0.26923078,0.6846154,-0.2,0.54615384,-0.18461539,0.44615385,-0.17692308,0.8,-0.046153847,0.65384614,-0.0076923077,0.5307692,-0.015384615,0.42307693,-0.023076924,0.73846155,0.16153847,0.6076923,0.1923077,0.4846154,0.16923077,0.3846154,0.13846155
0.0,0.0,0.042105265,-0.29473683,0.18947369,-0.6,0.33684212,-0.8210526,0.36842105,-1.0,0.4526316,-0.6105263,0.7473684,-0.5263158,0.67368424,-0.44210526,0.5368421,-0.43157893,0.5263158,-0.43157893,0.7894737,-0.35789475,0.70526314,-0.28421053,0.57894737,-0.28421053,0.56842107,-0.23157895,0.7894737,-0.16842106,0.7157895,-0.11578947,0.58947366,-0.11578947,0.58947366,-0.031578947,0.7473684,0.010526316,0.6526316,0.042105265,0.5473684,0.031578947
0.0,0.0,0.08050848,-0.33474576,0.23305085,-0.58474576,0.38135594,-0.7966102,0.40254238,-1.0,0.5423729,-0.58474576,0.7627119,-0.4915254,0.69491524,-0.40254238,0.59322035,-0.3898305,0.61864406,-0.38135594,0.7966102,-0.3220339,0.7076271,-0.2584746,0.5805085,-0.2457627,0.6398305,-0.16949153,0.7669492,-0.15254237,0.6822034,-0.11016949,0.5635593,-0.097457625,0.63135594,0.025423728,0.69067794,0.021186441,0.6059322,0.033898305,0.5127119,0.033898305
0.0,0.0,0.04950495,-0.27722773,0.26237625,-0.5792079,0.37623763,-0.7970297,0.35148516,-1.0,0.35148516,-0.5792079,0.7920792,-0.5148515,0.7079208,-0.45049506,0.53960395,-0.44554454,0.36633664,-0.37623763,0.83168316,-0.33168316,0.7178218,-0.28217822,0.5346535,-0.27722773,0.37623763,-0.15346535,0.7920792,-0.13861386,0.6782178,-0.11386139,0.519802,-0.10891089,0.38118812,0.05940594,0.7079208,0.024752475,0.6138614,0.024752475,0.47524753,0.034653466
0.0,0.0,0.0964467,-0.28426397,0.30456853,-0.5786802,0.43654823,-0.80203044,0.41624364,-1.0,0.49238577,-0.6294416,0.84771574,-0.46192893,0.7461929,-0.39086294,0.60913706,-0.4314721,0.5177665,-0.46192893,0.87309647,-0.29441625,0.75634515,-0.23857868,0.6243655,-0.27918783,0.52791876,-0.2538071,0.84263957,-0.10659899,0.7309645,-0.07614213,0.5989848,-0.12182741,0.52284265,-0.040609136,0.74111676,0.055837564,0.6294416,0.065989845,0.5177665,0.030456852
0.0,0.0,0.09904154,-0.30990416,0.28753993,-0.5782748,0.45047924,-0.79552716,0.47923324,-1.0,0.57507986,-0.58146966,0.85942495,-0.47284344,0.76996803,-0.38338658,0.63897765,-0.38977635,0.63897765,-0.36102235,0.88178915,-0.29392973,0.7795527,-0.22683705,0.63897765,-0.23003195,0.65495205,-0.13099042,0.8402556,-0.09904154,0.7348243,-0.057507988,0.600639,-0.060702875,0.6421725,0.08306709,0.7316294,0.08626198,0.6230032,0.10223642,0.52396166,0.095846646
0.0,0.0,0.08994709,-0.27513227,0.3121693,-0.5767196,0.41798943,-0.8095238,0.3915344,-1.0,0.4021164,-0.6455026,0.8201058,-0.5132275,0.73015875,-0.42857143,0.5873016,-0.44973546,0.4021164,-0.48677248,0.84126985,-0.34391534,0.73015875,-0.27513227,0.5873016,-0.2962963,0.3968254,-0.2857143,0.8042328,-0.16402116,0.6931217,-0.11640212,0.56613755,-0.13756613,0.3968254,-0.07936508,0.7089947,0.005291005,0.6137566,0.031746034,0.48677248,0.0
0.0,0.0,0.06849315,-0.28310502,0.2739726,-0.57990867,0.39269406,-0.80365294,0.38812786,-1.0,0.42009133,-0.57990867,0.80365294,-0.4977169,0.716895,-0.4155251,0.57990867,-0.4155251,0.43835616,-0.38812786,0.8310502,-0.3242009,0.716895,-0.25570777,0.56621003,-0.26027396,0.4520548,-0.17351598,0.8127854,-0.14155251,0.6894977,-0.09589041,0.53881276,-0.10045662,0.4520548,0.03196347,0.7123288,0.03196347,0.60730594,0.05022831,0.47488585,0.03652968
0.0,0.0,0.08235294,-0.29411766,0.2882353,-0.58235294,0.43529412,-0.8,0.45882353,-1.0,0.5411765,-0.5764706,0.88235295,-0.44117647,0.7823529,-0.3647059,0.64117646,-0.38235295,0.5647059,-0.39411765,0.89411765,-0.27058825,0.7705882,-0.20588236,0.62941176,-0.22941177,0.5647059,-0.18235295,0.85294116,-0.08235294,0.7294118,-0.04117647,0.59411764,-0.05882353,0.5352941,0.029411765,0.7470588,0.08235294,0.63529414,0.09411765,0.5117647,0.07058824
0.0,0.0,0.08130081,-0.34146342,0.3089431,-0.5934959,0.52845526,-0.7804878,0.60162604,-1.0,0.7886179,-0.57723576,0.902439,-0.3902439,0.7642276,-0.3089431,0.63414633,-0.30081302,0.8780488,-0.37398374,0.8943089,-0.18699187,0.75609756,-0.15447155,0.63414633,-0.17073171,0.88617885,-0.15447155,0.8699187,-0.016260162,0.7398374,0.008130081,0.62601626,-0.016260162,0.8455285,0.05691057,0.7886179,0.17886178,0.6585366,0.17886178,0.54471546,0.13821138
0.0,0.0,0.073275864,-0.33189654,0.26293105,-0.5948276,0.44396552,-0.80172414,0.49137932,-1.0,0.6508621,-0.57327586,0.8146552,-0.47844827,0.70689654,-0.41379312,0.6034483,-0.41810346,0.7241379,-0.3577586,0.8362069,-0.2974138,0.7241379,-0.25431034,0.6034483,-0.25431034,0.73275864,-0.13793103,0.8189655,-0.112068966,0.7155172,-0.0862069,0.5948276,-0.09051724,0.70258623,0.06465517,0.75431037,0.06465517,0.6508621,0.06896552,0.54741377,0.056034483
