0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.0,0.0,0.21900827,-0.18595041,0.3140496,-0.40289256,0.3553719,-0.5929752,0.411157,-0.71900827,0.020661157,-0.553719,0.016528925,-0.7768595,0.01446281,-0.8719008,0.018595042,-0.9359504,-0.14049587,-0.5082645,-0.20454545,-0.77272725,-0.21900827,-0.90495867,-0.22107439,-1.0,-0.25826445,-0.4338843,-0.33677685,-0.6570248,-0.3533058,-0.7789256,-0.34710744,-0.8719008,-0.3264463,-0.3409091,-0.42561984,-0.47933885,-0.4607438,-0.5661157,-0.46900827,-0.6322314
0.0,0.0,0.1875,-0.05965909,0.32102272,-0.2528409,0.44602272,-0.38636363,0.5738636,-0.41477272,0.26704547,-0.4744318,0.36079547,-0.6505682,0.4119318,-0.77840906,0.44886363,-0.8863636,0.13920455,-0.51704544,0.1903409,-0.7301136,0.22443181,-0.87784094,0.2528409,-1.0,0.0085227275,-0.5,0.036931816,-0.70454544,0.0625,-0.83522725,0.08806818,-0.95170456,-0.125,-0.4318182,-0.14772727,-0.58522725,-0.1590909,-0.6931818,-0.1534091,-0.8011364
0.0,0.0,0.23684211,0.059210528,0.5,-0.04276316,0.69736844,-0.09210526,0.82236844,-0.019736841,0.5625,-0.32894737,0.75986844,-0.46052632,0.89144737,-0.54605263,1.0,-0.62171054,0.46381578,-0.44407895,0.6447368,-0.62828946,0.7697368,-0.75,0.8684211,-0.8519737,0.33552632,-0.50986844,0.4868421,-0.70394737,0.5888158,-0.82236844,0.6809211,-0.92105263,0.18092105,-0.53289473,0.23684211,-0.7138158,0.28947368,-0.8355263,0.34868422,-0.9440789
0.0,0.0,0.025291828,-0.23735408,0.09338521,-0.45136186,0.12840466,-0.6128405,0.108949415,-0.729572,0.36575875,-0.4610895,0.5544747,-0.6770428,0.6692607,-0.7859922,0.75875485,-0.8599222,0.4474708,-0.35214007,0.7003891,-0.5466926,0.8463035,-0.6498054,0.95719844,-0.7140078,0.48638132,-0.22568093,0.73540854,-0.37937742,0.8871595,-0.4688716,1.0,-0.53501946,0.49027237,-0.08949416,0.70233464,-0.18871595,0.81906617,-0.24513619,0.91634244,-0.29182878
0.0,0.0,0.19059406,-0.02970297,0.36138615,-0.21782178,0.4950495,-0.34653464,0.6212871,-0.35643566,0.31930694,-0.4430693,0.43069306,-0.63366336,0.49752474,-0.76237625,0.5445545,-0.87376237,0.19059406,-0.50247526,0.26980197,-0.7252475,0.31930694,-0.87623763,0.3539604,-1.0,0.05940594,-0.51237625,0.10643564,-0.72772276,0.13861386,-0.8638614,0.16584158,-0.97772276,-0.08168317,-0.48019803,-0.08168317,-0.6410891,-0.08168317,-0.75,-0.07673267,-0.84653467
0.0,0.0,0.092334494,-0.18466899,0.23519164,-0.31010452,0.3205575,-0.43554008,0.3292683,-0.5487805,0.4337979,-0.17944251,0.6672474,-0.21602787,0.80836236,-0.2195122,0.91463417,-0.21428572,0.4425087,-0.05226481,0.7108014,-0.05574913,0.8780488,-0.045296166,1.0,-0.029616725,0.41463414,0.07491289,0.67247385,0.101045296,0.8327526,0.13066202,0.956446,0.14982578,0.35714287,0.18466899,0.554007,0.23170732,0.66550523,0.26480836,0.76480836,0.2857143
0.0,0.0,0.018975332,-0.2504744,-0.05882353,-0.47058824,-0.09677419,-0.67172676,-0.07400379,-0.83301705,-0.2751423,-0.4629981,-0.48766604,-0.63757116,-0.6451613,-0.7305503,-0.772296,-0.800759,-0.37571156,-0.32827324,-0.64705884,-0.4743833,-0.83870965,-0.56925994,-0.9905123,-0.63946867,-0.43074003,-0.17836812,-0.69449717,-0.27893737,-0.86907023,-0.3529412,-1.0,-0.41366223,-0.44402277,-0.028462999,-0.64326376,-0.06641366,-0.7779886,-0.09677419,-0.89373815,-0.13662238
0.0,0.0,-0.023131672,-0.24199288,-0.12811388,-0.42348754,-0.19395018,-0.59786475,-0.18683274,-0.73843414,-0.36476868,-0.38434163,-0.58007115,-0.50711745,-0.7259787,-0.55516016,-0.8380783,-0.5818505,-0.430605,-0.25266904,-0.7010676,-0.3202847,-0.87188613,-0.3594306,-1.0,-0.38967973,-0.4519573,-0.110320285,-0.6939502,-0.14412811,-0.8451957,-0.17081851,-0.96263343,-0.19572954,-0.42704627,0.019572955,-0.61209965,0.037366547,-0.7259787,0.046263345,-0.8274021,0.03914591
0.0,0.0,0.022624435,-0.280543,-0.049773756,-0.50678736,-0.08597285,-0.7013575,-0.056561086,-0.85067874,-0.35520363,-0.51357466,-0.5701358,-0.6606335,-0.6968326,-0.7330317,-0.7963801,-0.78506786,-0.45475113,-0.37782806,-0.72624433,-0.520362,-0.88461536,-0.59049773,-1.0,-0.6380091,-0.51131225,-0.22171946,-0.75113124,-0.31447965,-0.88687783,-0.36651585,-0.97737557,-0.40497738,-0.5294118,-0.06334842,-0.7239819,-0.10633484,-0.81900454,-0.13348417,-0.88687783,-0.1561086
0.0,0.0,-0.2402746,-0.034324944,-0.4576659,-0.19679634,-0.59267735,-0.32951945,-0.71624714,-0.38215104,-0.35926774,-0.46224257,-0.48741418,-0.66132724,-0.56064075,-0.784897,-0.6201373,-0.8924485,-0.22883295,-0.52402747,-0.3340961,-0.7459954,-0.40503433,-0.88787186,-0.4645309,-1.0,-0.08695652,-0.5331808,-0.14874142,-0.7459954,-0.19908467,-0.88100684,-0.24942791,-0.9908467,0.066361554,-0.5057208,0.08466819,-0.6727689,0.08695652,-0.784897,0.080091536,-0.88787186
0.0,0.0,-0.20918368,0.010204081,-0.39030612,-0.11989796,-0.4872449,-0.23979592,-0.57653064,-0.2755102,-0.3239796,-0.43112245,-0.44387755,-0.5739796,-0.5153061,-0.67091835,-0.56377554,-0.75510204,-0.2244898,-0.5153061,-0.3137755,-0.6989796,-0.36734694,-0.81632656,-0.40816328,-0.9132653,-0.10969388,-0.5535714,-0.1632653,-0.75765306,-0.2117347,-0.8903061,-0.25510204,-1.0,0.0127551025,-0.5535714,0.030612245,-0.7346939,0.028061224,-0.85714287,0.015306123,-0.96428573
0.0,0.0,0.14391692,-0.1661721,0.3115727,-0.26261127,0.4139466,-0.36498517,0.43620178,-0.47329378,0.4272997,-0.19881305,0.6780415,-0.21810089,0.8219585,-0.20029673,0.9243323,-0.17952523,0.42581603,-0.10682493,0.7166172,-0.09050445,0.8857567,-0.06231454,1.0,-0.034124628,0.39317507,0.0014836795,0.66913944,0.053412464,0.83234423,0.08160237,0.95400596,0.09792285,0.33531156,0.115727,0.5548961,0.17655787,0.6721068,0.2106825,0.76409495,0.231454
0.0,0.0,-0.01923077,-0.24615385,-0.109615386,-0.42115384,-0.17307693,-0.58653843,-0.175,-0.7346154,-0.36346152,-0.37307692,-0.58076924,-0.48076922,-0.72692305,-0.52884614,-0.8442308,-0.5596154,-0.43076923,-0.22884615,-0.6903846,-0.29615384,-0.86538464,-0.3326923,-1.0,-0.3576923,-0.44423077,-0.075,-0.68846154,-0.11346154,-0.84807694,-0.14038461,-0.9692308,-0.16346154,-0.4173077,0.06923077,-0.59807694,0.086538464,-0.7173077,0.09423077,-0.8192308,0.09615385
0.0,0.0,0.15033785,-0.16385135,0.23141892,-0.3783784,0.3141892,-0.5371622,0.41385135,-0.6199324,0.04054054,-0.5253378,0.010135135,-0.7212838,-0.016891891,-0.8327703,-0.04391892,-0.9222973,-0.08277027,-0.5118243,-0.1266892,-0.7483108,-0.15878378,-0.8918919,-0.1891892,-1.0,-0.20101352,-0.4560811,-0.2652027,-0.6858108,-0.30236486,-0.8158784,-0.3310811,-0.9155405,-0.30743244,-0.3631757,-0.39864865,-0.5219595,-0.4543919,-0.6216216,-0.5,-0.7043919
0.0,0.0,0.17973231,-0.15678777,0.2715105,-0.3709369,0.3537285,-0.54110897,0.44741875,-0.64435947,0.061185468,-0.53537285,0.038240917,-0.72657746,0.017208412,-0.8451243,0.0038240917,-0.9292543,-0.076481834,-0.51816446,-0.11854684,-0.751434,-0.1376673,-0.89292544,-0.14722754,-1.0,-0.19885278,-0.46080306,-0.2581262,-0.6826004,-0.29063097,-0.8030593,-0.3040153,-0.8891013,-0.3040153,-0.3709369,-0.40726578,-0.5124283,-0.46271512,-0.6003824,-0.49904397,-0.6711281
0.0,0.0,0.1442623,-0.12622951,0.3147541,-0.2262295,0.42131147,-0.3229508,0.43606558,-0.42295083,0.49344262,-0.09836066,0.7229508,-0.08852459,0.85081965,-0.06557377,0.94426227,-0.039344262,0.4852459,0.014754098,0.7409836,0.06065574,0.895082,0.1,1.0,0.13606557,0.43606558,0.12622951,0.66721314,0.20655738,0.81311476,0.26393443,0.9213115,0.30491802,0.35409835,0.22459017,0.52131146,0.30819672,0.61639345,0.35573772,0.69344264,0.38688526
0.0,0.0,0.11089866,-0.23135756,0.12810707,-0.44933078,0.16826004,-0.63479924,0.25621414,-0.7533461,-0.09369025,-0.55258125,-0.20267686,-0.77629066,-0.28489482,-0.89866155,-0.35181645,-0.99235183,-0.22179732,-0.49713194,-0.36711282,-0.74378586,-0.47227535,-0.8910134,-0.55258125,-1.0,-0.3288719,-0.3957935,-0.48183557,-0.6099426,-0.58508605,-0.73422563,-0.6596558,-0.83173996,-0.4091778,-0.26386234,-0.56978965,-0.38623327,-0.66730404,-0.46271512,-0.75525814,-0.53919697
